individual_id,year,month,day,date,decimal_longitude,decimal_latitude,hour,prev_lat,prev_lon,distance_km,delta_lat,delta_lon,angle_degrees,date_format
MAPE-dtsetBirdLife751-X7-RAATD_1,1999,1,1,1999-01-01 23:51:00,-38.3181028948513,-53.4862825958692,23,,,,,,,1999-01-01T00:00:00
MAPE-dtsetBirdLife751-X7-RAATD_1,1999,1,2,1999-01-02 23:51:00,-38.153355446509,-54.1094814462512,23,-53.4862825958692,-38.3181028948513,70.13611375840644,-0.6231988503820034,0.16474744834229682,-75.19216182040594,1999-01-02T00:00:00
MAPE-dtsetBirdLife751-X7-RAATD_1,1999,1,3,1999-01-03 23:51:00,-38.0560439380187,-53.4835358880121,23,-54.1094814462512,-38.153355446509,69.89477189871079,0.6259455582391027,0.09731150849030001,81.16335127504452,1999-01-03T00:00:00
MAPE-dtsetBirdLife751-X7-RAATD_1,1999,1,4,1999-01-04 23:51:00,-38.0820656116803,-54.0228039701836,23,-53.4835358880121,-38.0560439380187,59.98827404220068,-0.5392680821715032,-0.026021673661595912,-92.762589829908,1999-01-04T00:00:00
MAPE-dtsetBirdLife751-X16-RAATD_1999_1,1999,1,5,1999-01-05 23:45:00,-38.0557288456796,-54.0249725106681,23,,,,,,,1999-01-05T00:00:00
MAPE-dtsetBirdLife751-X7-RAATD_1,1999,1,5,1999-01-05 23:51:00,-37.9727549234312,-53.4672067997626,23,-54.0228039701836,-38.0820656116803,62.19632987349898,0.5555971704210023,0.10931068824910284,78.86953153703855,1999-01-05T00:00:00
MAPE-dtsetBirdLife751-X22-RAATD,1999,1,6,1999-01-06 22:35:00,-38.3396614645216,-53.8036217014757,22,,,,,,,1999-01-06T00:00:00
MAPE-dtsetBirdLife751-X16-RAATD_1999_1,1999,1,6,1999-01-06 23:45:00,-37.9264741460035,-53.3744993255789,23,-54.0249725106681,-38.0557288456796,72.82804299474263,0.6504731850891972,0.12925469967610326,78.7612239999461,1999-01-06T00:00:00
MAPE-dtsetBirdLife751-X7-RAATD_1,1999,1,6,1999-01-06 23:51:00,-37.7377340029544,-53.4951240517929,23,-53.4672067997626,-37.9727549234312,15.858277063655725,-0.027917252030299267,0.23502092047679923,-6.7742076191113485,1999-01-06T00:00:00
MAPE-dtsetBirdLife751-X7-RAATD_1,1999,1,7,1999-01-07 17:51:00,-38.029671570338,-53.9896765853211,17,-53.4951240517929,-37.7377340029544,58.24654061852911,-0.49455253352819994,-0.29193756738360577,-120.5536290342336,1999-01-07T00:00:00
MAPE-dtsetBirdLife751-X22-RAATD,1999,1,7,1999-01-07 22:35:00,-38.1213158130379,-53.6864033306596,22,-53.8036217014757,-38.3396614645216,19.391775754747027,0.1172183708160972,0.21834565148369478,28.229027059682195,1999-01-07T00:00:00
MAPE-dtsetBirdLife751-X16-RAATD_1999_1,1999,1,7,1999-01-07 23:45:00,-37.9339886188944,-53.9968083726013,23,-53.3744993255789,-37.9264741460035,69.19937801019621,-0.622309047022398,-0.0075144728909037894,-90.69182130627435,1999-01-07T00:00:00
MAPE-dtsetBirdLife751-X22-RAATD,1999,1,8,1999-01-08 22:35:00,-38.1232253407732,-53.5545237981046,22,-53.6864033306596,-38.1213158130379,14.664875730158482,0.13187953255500418,-0.001909527735300287,90.82954673185885,1999-01-08T00:00:00
MAPE-dtsetBirdLife751-X16-RAATD_1999_1,1999,1,8,1999-01-08 23:45:00,-38.5688907194205,-53.5432135707056,23,-53.9968083726013,-37.9339886188944,65.45889496431228,0.45359480189569723,-0.634902100526098,144.45674728646412,1999-01-08T00:00:00
MAPE-dtsetBirdLife751-X22-RAATD,1999,1,9,1999-01-09 22:35:00,-37.8632867220211,-53.3293699075397,22,-53.5545237981046,-38.1232253407732,30.384119687727193,0.2251538905648971,0.259938618752102,40.89848827371606,1999-01-09T00:00:00
MAPE-dtsetBirdLife751-X16-RAATD_1999_1,1999,1,9,1999-01-09 23:45:00,-38.0372397873894,-54.0112608987896,23,-53.5432135707056,-38.5688907194205,62.68128092919211,-0.4680473280839976,0.5316509320310985,-41.35958866280488,1999-01-09T00:00:00
MAPE-dtsetBirdLife751-X32-RAATD,1999,1,9,1999-01-09 23:25:00,-38.134799578379,-54.0564115772259,23,,,,,,,1999-01-09T00:00:00
MAPE-dtsetBirdLife751-X22-RAATD,1999,1,10,1999-01-10 22:35:00,-38.0583877246589,-54.0121939371634,22,-53.3293699075397,-37.8632867220211,77.00655574306029,-0.6828240296237027,-0.19510100263779862,-105.94604931171035,1999-01-10T00:00:00
MAPE-dtsetBirdLife751-X16-RAATD_1999_1,1999,1,10,1999-01-10 23:45:00,-38.1068939110102,-53.3851224367219,23,-54.0112608987896,-38.0372397873894,69.77424759917922,0.6261384620677006,-0.06965412362079348,96.34771063541297,1999-01-10T00:00:00
MAPE-dtsetBirdLife751-X32-RAATD,1999,1,10,1999-01-10 23:25:00,-38.1238514411247,-54.0283435690811,23,-54.0564115772259,-38.134799578379,3.201834663603007,0.028068008144799705,0.010948137254302992,68.69135657414904,1999-01-10T00:00:00
MAPE-dtsetBirdLife751-X22-RAATD,1999,1,11,1999-01-11 22:35:00,-38.0896984398685,-53.9921493161208,22,-54.0121939371634,-38.0583877246589,3.0257645837211027,0.020044621042600852,-0.03131071520959949,147.37327576229205,1999-01-11T00:00:00
MAPE-dtsetBirdLife751-X16-RAATD_1999_1,1999,1,11,1999-01-11 23:45:00,-38.087327040632,-53.9519911871445,23,-53.3851224367219,-38.1068939110102,63.04610737475767,-0.5668687504226,0.01956687037819904,-88.02308001330813,1999-01-11T00:00:00
MAPE-dtsetBirdLife751-X32-RAATD,1999,1,11,1999-01-11 23:25:00,-38.0222045374753,-53.7183403944035,23,-54.0283435690811,-38.1238514411247,35.10895909294109,0.31000317467760397,0.10164690364940299,71.84620628812154,1999-01-11T00:00:00
MAPE-dtsetBirdLife751-X16-RAATD_1999_1,1999,1,12,1999-01-12 01:45:00,-38.1184685630685,-54.175885688581,1,-53.9519911871445,-38.087327040632,24.978739757568672,-0.22389450143649725,-0.031141522436499258,-97.91847623683974,1999-01-12T00:00:00
MAPE-dtsetBirdLife751-X22-RAATD,1999,1,12,1999-01-12 22:35:00,-38.1663875751279,-53.4404113081862,22,-53.9921493161208,-38.0896984398685,61.55765390415385,0.5517380079346026,-0.07668913525940013,97.91315894484188,1999-01-12T00:00:00
MAPE-dtsetBirdLife751-X32-RAATD,1999,1,12,1999-01-12 23:25:00,-37.881231832624,-53.4615575722017,23,-53.7183403944035,-38.0222045374753,30.0306544075195,0.2567828222017994,0.14097270485129343,61.23339643207501,1999-01-12T00:00:00
MAPE-dtsetBirdLife751-X35-RAATD,1999,1,12,1999-01-12 23:38:00,-38.3813869378701,-53.5139751900721,23,,,,,,,1999-01-12T00:00:00
MAPE-dtsetBirdLife751-X22-RAATD,1999,1,13,1999-01-13 22:35:00,-38.1911407369532,-53.7549314666572,22,-53.4404113081862,-38.1663875751279,35.01116961957156,-0.314520158470998,-0.024753161825302072,-94.4999798173507,1999-01-13T00:00:00
MAPE-dtsetBirdLife751-X37-RAATD,1999,1,13,1999-01-13 22:04:00,-37.9992291507949,-53.4981515981199,22,,,,,,,1999-01-13T00:00:00
MAPE-dtsetBirdLife751-X32-RAATD,1999,1,13,1999-01-13 23:25:00,-37.6893662414348,-53.4143748314407,23,-53.4615575722017,-37.881231832624,13.749141721540864,0.047182740760995046,0.191865591189206,13.815779273800198,1999-01-13T00:00:00
MAPE-dtsetBirdLife751-X35-RAATD,1999,1,13,1999-01-13 23:38:00,-38.0669524947168,-54.0753623548339,23,-53.5139751900721,-38.3813869378701,65.75085323460983,-0.561387164761797,0.3144344431532957,-60.74669618702388,1999-01-13T00:00:00
